Member_ID,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,Age_Range,Generation,MOBILE_NO,UUID,Total_point,FirstPurchaseDate
M001262,John,Wilson,M,1979-04-15,45-54,Gen X,0827417024,46878825-5375,7576,2025-11-11
M001263,James,Brown,M,2004-03-12,18-24,Gen Z,0853568260,39669864-2044,4715,2025-08-19
M001264,Lisa,Martinez,F,1984-06-11,35-44,Millennial,0862215999,73834338-1205,5618,2023-06-12
M001265,Linda,Davis,F,1974-12-01,45-54,Gen X,0881436092,32818813-7390,4189,2024-01-22
M001266,Matthew,Davis,M,1970-09-24,55+,Gen X,0821152419,37857050-9676,6048,2023-05-25
M001267,Sarah,Hernandez,F,1977-03-02,45-54,Gen X,0830924610,93867651-3731,5761,2025-07-14
M001268,Mark,Jones,M,1970-07-11,55+,Gen X,0841503392,60369810-9807,2157,2024-10-28
M001269,Michael,Miller,M,1992-11-25,25-34,Millennial,0824848878,86604099-5740,2926,2022-12-13
M001270,Susan,Wilson,F,1992-08-11,25-34,Millennial,0890429777,47430602-6233,5950,2021-11-22
M001271,Karen,Rodriguez,F,1971-08-31,45-54,Gen X,0840212304,64219394-9107,7600,2023-08-06
M001272,Richard,Jones,M,2005-06-11,18-24,Gen Z,0854836082,72279909-3822,1610,2024-10-21
M001273,Jessica,Miller,F,1993-04-22,25-34,Millennial,0813897816,93064126-4673,2270,2025-10-17
M001274,Daniel,Martinez,M,1980-03-05,45-54,Gen X,0853623487,91847649-5095,2727,2025-11-16
M001275,William,Smith,M,1967-04-20,55+,Gen X,0862256247,84095884-9377,3162,2022-08-12
M001276,David,Davis,M,1960-12-09,55+,Boomer,0853315309,27803989-5800,1061,2021-04-19
M001277,Sarah,Brown,F,1962-05-17,55+,Boomer,0869546123,42465073-3897,7559,2025-11-04
M001278,Linda,Brown,F,1977-02-10,45-54,Gen X,0810923862,14338261-7657,8515,2024-07-03
M001279,Elizabeth,Lopez,F,1972-01-17,45-54,Gen X,0891467062,96850860-9751,388,2024-08-27
M001280,Robert,Wilson,M,1981-02-24,45-54,Millennial,0858771134,63610511-9381,7209,2024-02-04
M001281,Robert,Wilson,M,1969-01-21,55+,Gen X,0832676550,59186033-7764,5567,2022-04-26
M001282,Patricia,Jones,F,1999-09-25,25-34,Gen Z,0896172555,19941447-8507,8053,2022-05-11
M001283,Betty,Davis,F,1984-07-28,35-44,Millennial,0844617672,86266699-5510,9739,2021-03-05
M001284,Mary,Brown,F,1982-06-01,35-44,Millennial,0858684022,49086658-6024,2593,2025-11-10
M001285,Betty,Davis,F,1962-10-22,55+,Boomer,0830728758,27254103-3400,9952,2023-07-09
M001286,John,Anderson,M,1992-05-19,25-34,Millennial,0850662142,29912993-1197,4250,2023-12-17
M001287,Sarah,Martinez,F,1995-09-18,25-34,Millennial,0896416288,30921437-9209,5149,2025-06-13
M001288,Lisa,Williams,F,1972-07-15,45-54,Gen X,0833540092,74961168-7223,233,2021-06-08
M001289,Patricia,Brown,F,1996-10-21,25-34,Millennial,0891690443,26051288-4226,5840,2024-08-19
M001290,Anthony,Anderson,M,1972-11-22,45-54,Gen X,0837183114,58796241-1538,6528,2021-06-17
M001291,Robert,Rodriguez,M,1971-06-17,45-54,Gen X,0820663234,17512810-8317,9284,2025-04-08
M001292,Margaret,Lopez,F,1994-03-25,25-34,Millennial,0897349865,42895027-4741,7472,2022-01-20
M001293,Karen,Jones,F,2000-12-04,25-34,Gen Z,0818545499,27790417-9561,4960,2021-04-08
M001294,Daniel,Wilson,M,1968-07-18,55+,Gen X,0872313438,23189607-9797,836,2023-11-03
M001295,Thomas,Johnson,M,1978-02-03,45-54,Gen X,0873892444,36494075-2636,8886,2025-04-20
M001296,Elizabeth,Martinez,F,2005-05-17,18-24,Gen Z,0867680826,24968484-8252,3191,2025-11-20
M001297,Mary,Jones,F,1979-05-14,45-54,Gen X,0846338537,76116342-3892,5384,2025-08-17
M001298,Lisa,Jones,F,1989-06-15,35-44,Millennial,0843423167,55787342-5510,9195,2025-05-21
M001299,Jennifer,Wilson,F,1994-07-07,25-34,Millennial,0810874735,52843311-9348,7708,2024-03-06
M001300,Mark,Miller,M,1962-10-17,55+,Boomer,0822692698,69485073-6610,8824,2022-04-25
M001301,Mark,Brown,M,1992-10-07,25-34,Millennial,0877347727,50987922-6243,8690,2024-02-22
M001302,Nancy,Brown,F,1969-04-09,55+,Gen X,0830749745,53455060-3562,3144,2024-03-28
M001303,Daniel,Hernandez,M,1995-09-28,25-34,Millennial,0879318932,73589030-7830,4413,2022-05-16
M001304,Susan,Williams,F,1986-09-26,35-44,Millennial,0857504159,52325110-8368,5046,2024-10-13
M001305,Mary,Wilson,F,1981-02-16,45-54,Millennial,0864866566,57460993-3292,7485,2023-01-27
M001306,James,Hernandez,M,1960-11-10,55+,Boomer,0849566968,60126991-1387,5273,2024-07-11
M001307,Mark,Brown,M,1966-07-06,55+,Gen X,0869069644,46770694-2750,1219,2022-03-11
M001308,Betty,Martinez,F,1976-02-23,45-54,Gen X,0898505617,62353371-8979,4093,2023-10-19
M001309,Mary,Johnson,F,2002-04-18,18-24,Gen Z,0855995332,47050296-9812,6053,2024-05-04
M001310,Linda,Lopez,F,2001-09-26,18-24,Gen Z,0865536259,30370571-3464,9663,2023-10-07
M001311,Thomas,Brown,M,1985-05-26,35-44,Millennial,0883361416,98676416-5271,9120,2025-05-23
M001312,David,Wilson,M,2001-03-18,18-24,Gen Z,0852139163,58483417-8304,3519,2022-06-15
M001313,Thomas,Garcia,M,1984-12-04,35-44,Millennial,0844765857,44273540-1379,2298,2021-11-14
M001314,Jessica,Wilson,F,1975-02-22,45-54,Gen X,0880920296,18091497-9392,6119,2021-10-14
M001315,Christopher,Anderson,M,1985-06-13,35-44,Millennial,0876036393,47936160-6468,1099,2021-10-03
M001316,Christopher,Williams,M,1974-02-02,45-54,Gen X,0887030941,72873864-4127,1197,2024-05-15
M001317,Betty,Williams,F,1964-10-02,55+,Boomer,0819801355,34383847-6567,7439,2025-12-24
M001318,Mary,Miller,F,1969-10-20,55+,Gen X,0810852813,93710220-7388,309,2021-04-11
M001319,Linda,Jones,F,1991-05-19,25-34,Millennial,0853838097,81452723-8499,3282,2025-06-23
M001320,James,Wilson,M,1996-11-27,25-34,Millennial,0851403708,34372157-2653,429,2025-10-28
M001321,Mark,Williams,M,1971-09-22,45-54,Gen X,0819296843,53951077-6166,3770,2022-04-10
M001322,Richard,Jones,M,1991-11-23,25-34,Millennial,0857693567,13663666-3249,7203,2021-07-01
M001323,Betty,Anderson,F,1992-08-31,25-34,Millennial,0816605430,69970143-8185,6540,2022-04-25
M001324,Nancy,Anderson,F,1999-01-24,25-34,Gen Z,0833501092,78008569-9462,1993,2022-04-04
M001325,Betty,Martinez,F,1983-10-05,35-44,Millennial,0865717519,35633055-4446,1487,2025-06-16
M001326,Karen,Johnson,F,1977-03-09,45-54,Gen X,0810973829,61006646-7881,6558,2021-06-12
M001327,Jennifer,Miller,F,1964-10-18,55+,Boomer,0840784021,21334884-7384,7722,2021-05-24
M001328,Mary,Williams,F,1990-12-14,35-44,Millennial,0885776544,11244728-3096,8497,2022-03-23
M001329,Margaret,Smith,F,2002-05-10,18-24,Gen Z,0838162314,98711501-5801,6089,2025-07-27
M001330,Richard,Williams,M,1994-06-21,25-34,Millennial,0830317946,99747074-3975,5981,2021-03-01
M001331,Patricia,Jones,F,1980-04-30,45-54,Gen X,0860087924,45592037-6260,466,2021-06-01
M001332,Mary,Lopez,F,1996-08-16,25-34,Millennial,0816241050,82407098-7177,9805,2025-03-06
M001333,John,Garcia,M,1992-01-26,25-34,Millennial,0866355725,18902088-2841,7793,2024-07-28
M001334,Linda,Anderson,F,1967-04-28,55+,Gen X,0810096855,51799545-8802,7692,2023-03-11
M001335,Nancy,Hernandez,F,1961-01-31,55+,Boomer,0874127867,76142725-4215,2061,2022-09-05
M001336,James,Hernandez,M,2001-01-22,25-34,Gen Z,0864202290,47889634-2724,4092,2022-05-06
M001337,Susan,Lopez,F,1976-04-09,45-54,Gen X,0889293774,79782068-9468,9456,2023-03-11
M001338,Susan,Hernandez,F,1996-05-20,25-34,Millennial,0814593643,61677853-1786,3242,2022-01-05
M001339,Mark,Brown,M,1995-08-22,25-34,Millennial,0853289563,11572026-8877,7927,2023-04-21
M001340,Sarah,Brown,F,1976-05-03,45-54,Gen X,0845273041,83266696-8206,1930,2023-11-25
M001341,Susan,Williams,F,1989-09-21,35-44,Millennial,0875411700,83672216-8476,1581,2023-09-09
M001342,Mark,Garcia,M,1978-04-23,45-54,Gen X,0813411007,82923013-3068,1549,2022-08-27
M001343,Michael,Rodriguez,M,1960-10-21,55+,Boomer,0826951598,56657336-6030,7414,2024-09-03
M001344,Richard,Anderson,M,1973-12-09,45-54,Gen X,0829019782,39777154-1273,3255,2023-09-20
M001345,Daniel,Anderson,M,1972-06-23,45-54,Gen X,0816307591,81559021-6941,8838,2022-12-17
M001346,William,Williams,M,1999-03-29,25-34,Gen Z,0832231222,95215820-4707,2491,2025-10-14
M001347,Robert,Smith,M,1980-10-16,45-54,Gen X,0862314365,80027906-7901,7807,2024-06-05
M001348,Mary,Johnson,F,1989-03-17,35-44,Millennial,0884592492,99673571-6105,3420,2025-10-03
M001349,Mark,Miller,M,1997-12-29,25-34,Gen Z,0874549616,31508787-4972,6410,2022-11-14
M001350,Nancy,Brown,F,1990-09-16,35-44,Millennial,0819466596,40374151-5525,2300,2024-02-24
M001351,James,Davis,M,1996-04-02,25-34,Millennial,0846972997,53952205-1176,1921,2025-05-17
M001352,Mark,Hernandez,M,1967-07-22,55+,Gen X,0841162829,98640264-8180,4895,2021-09-24
M001353,Linda,Johnson,F,1984-10-27,35-44,Millennial,0815499119,61204292-5185,1848,2024-07-19
M001354,Anthony,Lopez,M,1974-10-20,45-54,Gen X,0840149786,80174304-2688,1451,2025-10-28
M001355,Patricia,Anderson,F,1963-07-11,55+,Boomer,0868046122,66596142-1928,1723,2023-12-24
M001356,Elizabeth,Hernandez,F,1973-10-01,45-54,Gen X,0866323846,99520336-5116,5843,2021-01-04
M001357,Patricia,Martinez,F,1974-11-25,45-54,Gen X,0889334010,68219225-5354,1703,2024-09-20
M001358,Nancy,Rodriguez,F,1963-09-07,55+,Boomer,0815650731,90753748-2766,9672,2021-10-04
M001359,Mark,Brown,M,1982-05-23,35-44,Millennial,0891041439,66616973-7451,653,2023-11-26
M001360,Sarah,Martinez,F,1973-02-27,45-54,Gen X,0863511633,94304617-8074,420,2022-10-06
M001361,Matthew,Garcia,M,1999-10-14,25-34,Gen Z,0865317019,13808371-8481,4153,2023-11-12
M001362,Patricia,Jones,F,1978-02-21,45-54,Gen X,0853555317,71499176-5311,2631,2022-09-25
M001363,Betty,Miller,F,1983-12-18,35-44,Millennial,0877086906,21927856-6468,5763,2025-09-24
M001364,William,Anderson,M,1987-01-23,35-44,Millennial,0822137642,95825759-7652,5126,2025-08-21
M001365,Mark,Miller,M,1993-10-29,25-34,Millennial,0875154738,57055917-6521,7172,2023-03-06
M001366,Mary,Johnson,F,1993-05-20,25-34,Millennial,0851678306,77930179-5853,9173,2025-03-13
M001367,James,Johnson,M,2000-03-12,25-34,Gen Z,0890258091,99011879-7629,4315,2022-12-11
M001368,Jessica,Williams,F,1982-01-22,35-44,Millennial,0849448235,92331842-2346,5305,2022-08-27
M001369,James,Rodriguez,M,1996-04-05,25-34,Millennial,0846747243,13537870-9101,3677,2022-04-08
M001370,Lisa,Wilson,F,1992-12-29,25-34,Millennial,0811666763,49834900-4992,340,2025-08-27
M001371,Jessica,Rodriguez,F,1970-06-02,55+,Gen X,0835801896,65341132-4048,8496,2025-07-21
M001372,Betty,Jones,F,1960-09-16,55+,Boomer,0845374067,67890079-7065,5972,2022-06-18
M001373,Jennifer,Lopez,F,1997-09-29,25-34,Gen Z,0843137733,82246104-3109,1583,2025-12-16
M001374,Jennifer,Wilson,F,1967-11-24,55+,Gen X,0856753777,96565865-4669,7623,2023-10-27
M001375,Thomas,Martinez,M,1977-07-06,45-54,Gen X,0889331123,68543659-2059,2807,2021-09-15
M001376,William,Davis,M,1961-01-05,55+,Boomer,0818559981,57568410-2071,4523,2025-05-24
M001377,Anthony,Martinez,M,1974-08-10,45-54,Gen X,0827898844,63183240-4525,7407,2023-09-23
M001378,Susan,Brown,F,1969-07-02,55+,Gen X,0864645674,29358634-9841,9615,2023-01-20
M001379,Anthony,Wilson,M,1983-05-20,35-44,Millennial,0826063631,19531256-2042,8679,2024-12-06
M001380,James,Martinez,M,1994-12-11,25-34,Millennial,0813957752,97161933-9109,1957,2023-02-04
M001381,Nancy,Lopez,F,1962-09-04,55+,Boomer,0864703681,61175972-8772,2269,2023-03-04
M001382,Susan,Williams,F,1960-08-13,55+,Boomer,0843824764,77066159-2486,3023,2023-07-07
M001383,William,Hernandez,M,1966-02-07,55+,Gen X,0855596469,70629837-2540,8583,2023-01-20
M001384,Christopher,Smith,M,1962-09-11,55+,Boomer,0822816494,32617447-1028,8669,2021-01-11
M001385,Elizabeth,Smith,F,1969-06-04,55+,Gen X,0860309638,19313264-3824,3088,2025-08-06
M001386,William,Johnson,M,1963-01-01,55+,Boomer,0890492828,60220019-3898,7220,2022-09-05
M001387,Mary,Martinez,F,2003-06-09,18-24,Gen Z,0826144121,51831014-5774,1765,2023-11-06
M001388,Michael,Davis,M,1993-05-09,25-34,Millennial,0830837653,92301184-6527,7449,2025-07-26
M001389,Jennifer,Hernandez,F,1971-02-14,55+,Gen X,0855411755,43047380-6991,2316,2022-08-07
M001390,Mary,Garcia,F,2002-07-09,18-24,Gen Z,0898538069,89340557-2618,8517,2021-11-21
M001391,Karen,Martinez,F,1969-03-25,55+,Gen X,0881393856,80017740-7458,8951,2022-05-11
M001392,Thomas,Wilson,M,1993-10-15,25-34,Millennial,0894065834,67219594-7623,7129,2024-02-16
M001393,Thomas,Johnson,M,1985-06-01,35-44,Millennial,0874975404,91827614-7370,5011,2024-05-25
M001394,Christopher,Anderson,M,2003-12-05,18-24,Gen Z,0821970543,51220925-9893,2840,2023-12-02
M001395,John,Jones,M,1981-12-10,35-44,Millennial,0857213180,82177418-1859,7107,2025-09-28
M001396,Christopher,Garcia,M,1962-03-29,55+,Boomer,0816002311,38788785-2616,7491,2022-04-23
M001397,Jennifer,Lopez,F,1992-07-03,25-34,Millennial,0837747762,86657828-1255,741,2024-04-23
M001398,Robert,Smith,M,1990-04-11,35-44,Millennial,0854392606,33764288-7388,3741,2023-07-02
M001399,David,Martinez,M,1990-04-30,35-44,Millennial,0899728954,44653043-7927,9347,2023-04-21
M001400,Jessica,Lopez,F,2005-08-10,18-24,Gen Z,0865517801,60617768-5556,3104,2024-05-20
M001401,Matthew,Lopez,M,1981-02-23,45-54,Millennial,0870280967,27299087-4653,1155,2021-02-06
M001402,Jennifer,Williams,F,1971-10-03,45-54,Gen X,0832463582,44426734-7524,4666,2025-05-10
M001403,Jennifer,Wilson,F,1998-08-22,25-34,Gen Z,0837128906,21610244-9158,3289,2022-09-02
M001404,Sarah,Johnson,F,1998-11-15,25-34,Gen Z,0815104468,62085048-4022,1369,2021-04-14
M001405,Sarah,Lopez,F,1996-07-29,25-34,Millennial,0890128181,15509893-9251,3096,2022-12-11
M001406,Daniel,Smith,M,1996-09-19,25-34,Millennial,0843662096,33559104-6736,7569,2022-11-02
M001407,Jessica,Williams,F,1987-06-30,35-44,Millennial,0818542875,40230610-4014,3184,2023-11-24
M001408,Mary,Anderson,F,1978-02-10,45-54,Gen X,0842987512,90753445-9659,4715,2025-03-05
M001409,Mary,Johnson,F,1963-02-16,55+,Boomer,0865019090,79531133-9753,286,2025-12-06
M001410,Susan,Smith,F,1997-01-18,25-34,Gen Z,0841361578,10792100-7245,56,2025-01-27
M001411,Margaret,Martinez,F,1998-11-18,25-34,Gen Z,0894327199,14723822-9938,1211,2021-11-27
M001412,Nancy,Hernandez,F,1981-10-23,35-44,Millennial,0892684709,61911006-8367,3893,2024-10-09
M001413,Lisa,Davis,F,1975-12-30,45-54,Gen X,0870964805,82001727-6900,3667,2022-05-21
M001414,Richard,Jones,M,1995-09-06,25-34,Millennial,0812810133,67946703-5912,2359,2021-08-14
M001415,Richard,Williams,M,1965-09-21,55+,Gen X,0837930832,64464528-7899,6844,2024-12-15
M001416,Jessica,Davis,F,1982-09-25,35-44,Millennial,0853756453,99304909-7535,2180,2025-04-08
M001417,Anthony,Brown,M,1969-12-10,55+,Gen X,0898493234,93064164-6954,7591,2025-07-12
M001418,Patricia,Miller,F,1996-07-15,25-34,Millennial,0824582780,82857235-8410,4920,2025-07-02
M001419,James,Garcia,M,1970-12-29,55+,Gen X,0898536920,61578597-9478,7074,2022-08-01
M001420,Richard,Martinez,M,1963-12-23,55+,Boomer,0846684386,85613436-3553,6584,2025-04-05
M001421,Susan,Davis,F,1991-01-07,35-44,Millennial,0875321753,52441605-9693,578,2021-02-03
M001422,John,Anderson,M,2002-09-23,18-24,Gen Z,0822072478,52049592-6844,3326,2022-04-10
M001423,William,Martinez,M,1985-05-21,35-44,Millennial,0869943922,73765142-6547,2870,2023-05-04
M001424,David,Williams,M,1980-01-16,45-54,Gen X,0881444791,92985330-7712,2593,2025-09-21
M001425,Betty,Jones,F,1961-11-14,55+,Boomer,0825214980,99103000-3402,7289,2021-01-05
M001426,Sarah,Miller,F,1975-12-21,45-54,Gen X,0812678196,88675126-6937,7224,2025-10-06
M001427,Mary,Davis,F,1963-06-04,55+,Boomer,0856147922,55604049-2392,6061,2021-03-05
M001428,Lisa,Miller,F,1997-01-15,25-34,Gen Z,0899778757,36458585-6254,4789,2021-06-20
M001429,Mary,Martinez,F,1968-08-18,55+,Gen X,0832690870,59018458-5140,3146,2025-05-17
M001430,Thomas,Garcia,M,1996-02-15,25-34,Millennial,0897161679,42051720-6023,4310,2024-07-11
M001431,Robert,Lopez,M,1963-07-30,55+,Boomer,0898504582,20770192-6454,9032,2021-03-28
M001432,Anthony,Martinez,M,2004-10-07,18-24,Gen Z,0861092812,36795548-8702,6226,2024-01-23
M001433,Betty,Miller,F,1984-09-09,35-44,Millennial,0878797888,66977334-7671,5605,2022-06-24
M001434,Karen,Brown,F,1974-10-25,45-54,Gen X,0845792181,21181158-8370,1389,2023-09-04
M001435,Mark,Williams,M,1999-11-08,25-34,Gen Z,0819987762,33770928-7117,1064,2022-10-26
M001436,Mark,Johnson,M,2002-03-07,18-24,Gen Z,0811804855,55786338-2153,2559,2025-11-28
M001437,Lisa,Anderson,F,1984-04-09,35-44,Millennial,0824204629,92217107-2998,920,2022-04-24
M001438,David,Johnson,M,1961-02-03,55+,Boomer,0810515548,68112164-4818,3444,2021-12-03
M001439,Susan,Hernandez,F,1972-12-10,45-54,Gen X,0873893558,36481124-9115,9919,2022-08-10
M001440,Thomas,Williams,M,1974-03-15,45-54,Gen X,0820678134,33602309-4239,4313,2022-09-19
M001441,Anthony,Johnson,M,1962-02-11,55+,Boomer,0835259577,35105164-6265,3730,2022-07-21
M001442,Nancy,Miller,F,1973-04-25,45-54,Gen X,0848306144,39294123-7988,4111,2023-12-08
M001443,Matthew,Hernandez,M,1989-10-21,35-44,Millennial,0831644510,18677624-2009,1028,2024-06-24
M001444,Daniel,Wilson,M,1979-02-05,45-54,Gen X,0869851981,11610470-2445,5216,2025-06-23
M001445,Daniel,Jones,M,1985-07-28,35-44,Millennial,0858065049,74484747-7069,8187,2023-08-11
M001446,James,Martinez,M,1996-02-20,25-34,Millennial,0857364760,64993351-8617,7563,2023-07-15
M001447,Sarah,Williams,F,1996-08-27,25-34,Millennial,0866317377,13285625-3284,5189,2024-11-05
M001448,Susan,Smith,F,1978-04-13,45-54,Gen X,0833190132,30272064-4013,3555,2021-01-13
M001449,Linda,Jones,F,1984-12-04,35-44,Millennial,0812909930,76749487-7426,2593,2023-09-09
M001450,James,Davis,M,1967-07-08,55+,Gen X,0868096981,68399149-3618,7984,2021-06-04
M001451,William,Lopez,M,1975-05-11,45-54,Gen X,0848832122,28988828-4852,8499,2024-04-14
M001452,Mary,Jones,F,1965-12-29,55+,Gen X,0855443506,94618779-6089,7028,2025-02-20
M001453,Christopher,Jones,M,1984-09-05,35-44,Millennial,0827197789,59602515-8758,1034,2021-08-12
M001454,Patricia,Brown,F,1985-03-28,35-44,Millennial,0841331564,51948011-8801,4596,2025-06-19
M001455,Betty,Brown,F,1997-09-29,25-34,Gen Z,0894917104,86809444-4750,9713,2025-04-27
M001456,Thomas,Martinez,M,1976-03-08,45-54,Gen X,0852071895,78579952-2566,6293,2022-10-11
M001457,Christopher,Davis,M,1976-05-13,45-54,Gen X,0845702898,18982581-8364,6382,2022-05-23
M001458,William,Anderson,M,2002-07-12,18-24,Gen Z,0843096161,39975290-1050,5361,2023-10-16
M001459,Mark,Jones,M,1985-07-10,35-44,Millennial,0852166952,91170992-9786,3277,2022-10-20
M001460,Robert,Lopez,M,2002-12-02,18-24,Gen Z,0880263274,77663082-5627,4066,2024-07-23
M001461,Robert,Jones,M,1992-12-30,25-34,Millennial,0849742322,13393520-1472,6904,2021-06-15
M001462,Thomas,Hernandez,M,1981-06-05,35-44,Millennial,0831069286,89704535-8276,5146,2021-05-15
M001463,Patricia,Lopez,F,1967-07-31,55+,Gen X,0848220213,31864214-3105,5288,2021-02-02
M001464,Karen,Davis,F,1983-01-03,35-44,Millennial,0852314652,60335546-1417,7114,2023-07-06
M001465,Nancy,Anderson,F,2003-04-16,18-24,Gen Z,0847971392,53488444-1645,8383,2021-12-23
M001466,Thomas,Johnson,M,2001-12-30,18-24,Gen Z,0830343371,23724194-9565,2676,2022-02-25
M001467,Susan,Garcia,F,2000-08-12,25-34,Gen Z,0856113600,19338403-9068,6562,2025-01-17
M001468,Lisa,Wilson,F,1980-03-26,45-54,Gen X,0830801601,83564403-2465,3395,2024-03-04
M001469,Patricia,Brown,F,2002-04-15,18-24,Gen Z,0884851157,13251451-1859,3694,2024-01-02
M001470,Mark,Brown,M,1997-01-01,25-34,Gen Z,0877187230,52877063-6291,6349,2024-01-17
M001471,Sarah,Smith,F,1963-03-21,55+,Boomer,0865692131,83823922-2113,657,2022-10-02
M001472,James,Martinez,M,1975-03-15,45-54,Gen X,0856893195,20821631-7031,8341,2022-07-07
M001473,Christopher,Smith,M,1965-05-06,55+,Gen X,0847771170,45654499-7132,8370,2024-03-27
M001474,Mark,Martinez,M,1989-09-24,35-44,Millennial,0836276131,53896992-5265,6432,2021-11-10
M001475,Mary,Davis,F,1967-04-21,55+,Gen X,0878693318,64450900-4352,3028,2021-01-13
M001476,Anthony,Anderson,M,1992-12-01,25-34,Millennial,0886531884,50078726-4511,9719,2023-06-15
M001477,Matthew,Hernandez,M,1991-05-28,25-34,Millennial,0843867505,39099216-9373,390,2023-01-07
M001478,William,Brown,M,1974-09-01,45-54,Gen X,0853937353,71456194-7402,9860,2022-08-16
M001479,Margaret,Hernandez,F,1991-02-03,35-44,Millennial,0892727823,24396406-1004,511,2025-01-28
M001480,Robert,Smith,M,1986-07-31,35-44,Millennial,0861193448,86250555-3613,1593,2021-06-07
M001481,Richard,Lopez,M,1983-02-06,35-44,Millennial,0847578102,66034160-1366,4873,2021-02-10
M001482,Robert,Davis,M,1993-01-11,25-34,Millennial,0895457740,14075870-8807,2860,2021-02-03
M001483,Thomas,Anderson,M,1968-03-29,55+,Gen X,0884818976,46659499-5424,369,2025-08-03
M001484,James,Johnson,M,1980-04-03,45-54,Gen X,0860657129,14012857-1608,8149,2024-08-14
M001485,John,Martinez,M,2003-04-09,18-24,Gen Z,0818457091,47691414-5613,7850,2022-05-01
M001486,Patricia,Brown,F,1961-08-04,55+,Boomer,0810261534,97265980-1722,9227,2024-09-23
M001487,Margaret,Brown,F,1961-02-25,55+,Boomer,0848455675,58859923-2448,9798,2023-08-27
M001488,Karen,Williams,F,1982-04-13,35-44,Millennial,0859831321,83957197-9859,2387,2023-12-21
M001489,Jessica,Williams,F,1968-08-26,55+,Gen X,0859943747,72744663-6692,4791,2022-11-25
M001490,Lisa,Rodriguez,F,1979-09-14,45-54,Gen X,0867943314,21602526-5148,2255,2023-06-21
M001491,Sarah,Wilson,F,1971-04-05,45-54,Gen X,0832048771,15738577-6627,8296,2022-10-11
M001492,Mark,Martinez,M,1997-11-27,25-34,Gen Z,0863197220,20971412-7864,1833,2025-09-02
M001493,Daniel,Smith,M,1989-06-06,35-44,Millennial,0899206059,32105914-4715,5486,2024-02-11
M001494,Karen,Miller,F,1972-04-16,45-54,Gen X,0862720687,39403268-6752,6684,2021-04-21
M001495,Linda,Anderson,F,1961-12-15,55+,Boomer,0810080009,77714331-2766,8113,2022-02-23
M001496,Patricia,Wilson,F,1980-10-12,45-54,Gen X,0838084257,82741563-2582,3129,2021-01-01
M001497,Jennifer,Brown,F,1994-03-30,25-34,Millennial,0819574576,18995520-5152,7415,2021-07-12
M001498,Mary,Lopez,F,1967-10-18,55+,Gen X,0856059442,62042563-7142,3415,2023-07-20
M001499,Lisa,Martinez,F,1969-02-26,55+,Gen X,0875945661,14230279-9191,5236,2023-01-09
M001500,Margaret,Miller,F,1972-01-28,45-54,Gen X,0866734057,88802545-6751,8033,2021-07-02
