Member_ID,YEAR,YEAR_SORT,TotalSpend,TotalQty,TotalTxn,MaxSaleDate,FirstPurchaseDate,Point_Range,Total_point,GENDER,Generation,MOBILE_NO,FIRST_NAME,LAST_NAME,BIRTHDATE,UUID,Age_Range,Year_End,Mode_ProductCategory,Cumulative_TotalTxn,Active_Years_Count,Cumulative_Last_Txn,LAP_Days,Recency_Text
M001218,2021,2021,0.0,0.0,0.0,,2022-10-18,"5,001+",6948,F,Millennial,859081701,Lisa,Garcia,1995-03-01,72555645-6668,25-34,2021-12-31,,0,0,,,Never Purchased
M001218,2022,2022,1106.54,7.0,7.0,2022-12-08,2022-10-18,"5,001+",6948,F,Millennial,859081701,Lisa,Garcia,1995-03-01,72555645-6668,25-34,2022-12-31,Coffee,7,1,2022-12-08,23.0,Active
M001218,2023,2023,966.72,15.0,5.0,2023-12-03,2022-10-18,"5,001+",6948,F,Millennial,859081701,Lisa,Garcia,1995-03-01,72555645-6668,25-34,2023-12-31,Beverage,12,2,2023-12-03,28.0,Active
M001218,2024,2024,1471.25,7.0,7.0,2024-12-01,2022-10-18,"5,001+",6948,F,Millennial,859081701,Lisa,Garcia,1995-03-01,72555645-6668,25-34,2024-12-31,Sandwich,19,3,2024-12-01,30.0,Active
M001218,2025,2025,1239.93,10.0,5.0,2025-03-03,2022-10-18,"5,001+",6948,F,Millennial,859081701,Lisa,Garcia,1995-03-01,72555645-6668,25-34,2025-03-28,Dessert,24,4,2025-03-03,25.0,Active
M001219,2021,2021,0.0,0.0,0.0,,2022-01-19,"5,001+",8618,M,Millennial,836284674,Richard,Garcia,1995-03-08,69335049-6914,25-34,2021-12-31,,0,0,,,Never Purchased
M001219,2022,2022,1080.93,5.0,5.0,2022-12-01,2022-01-19,"5,001+",8618,M,Millennial,836284674,Richard,Garcia,1995-03-08,69335049-6914,25-34,2022-12-31,Beverage,5,1,2022-12-01,30.0,Active
M001219,2023,2023,1273.33,7.0,7.0,2023-12-17,2022-01-19,"5,001+",8618,M,Millennial,836284674,Richard,Garcia,1995-03-08,69335049-6914,25-34,2023-12-31,Sandwich,12,2,2023-12-17,14.0,Active
M001219,2024,2024,1975.9,14.0,7.0,2024-12-15,2022-01-19,"5,001+",8618,M,Millennial,836284674,Richard,Garcia,1995-03-08,69335049-6914,25-34,2024-12-31,Coffee,19,3,2024-12-15,16.0,Active
M001219,2025,2025,901.01,24.0,8.0,2025-03-15,2022-01-19,"5,001+",8618,M,Millennial,836284674,Richard,Garcia,1995-03-08,69335049-6914,25-34,2025-03-28,Dessert,27,4,2025-03-15,13.0,Active
M001220,2021,2021,0.0,0.0,0.0,,2023-11-16,"501-1,000",549,F,Millennial,877483781,Susan,Johnson,1982-11-07,11744092-5473,35-44,2021-12-31,,0,0,,,Never Purchased
M001220,2022,2022,0.0,0.0,0.0,,2023-11-16,"501-1,000",549,F,Millennial,877483781,Susan,Johnson,1982-11-07,11744092-5473,35-44,2022-12-31,,0,0,,,Never Purchased
M001220,2023,2023,213.76,3.0,1.0,2023-12-08,2023-11-16,"501-1,000",549,F,Millennial,877483781,Susan,Johnson,1982-11-07,11744092-5473,35-44,2023-12-31,Coffee,1,1,2023-12-08,23.0,Active
M001220,2024,2024,859.88,8.0,4.0,2024-12-27,2023-11-16,"501-1,000",549,F,Millennial,877483781,Susan,Johnson,1982-11-07,11744092-5473,35-44,2024-12-31,Coffee,5,2,2024-12-27,4.0,Active
M001220,2025,2025,652.41,5.0,5.0,2025-03-23,2023-11-16,"501-1,000",549,F,Millennial,877483781,Susan,Johnson,1982-11-07,11744092-5473,35-44,2025-03-28,Coffee,10,3,2025-03-23,5.0,Active
M001221,2021,2021,7702.39,48.0,48.0,2021-12-15,2021-12-16,"5,001+",9374,F,Boomer,846798988,Mary,Lopez,1960-11-12,93922374-1937,55+,2021-12-31,Merchandise,48,1,2021-12-15,16.0,Active
M001221,2022,2022,9603.7,34.0,34.0,2022-12-05,2021-12-16,"5,001+",9374,F,Boomer,846798988,Mary,Lopez,1960-11-12,93922374-1937,55+,2022-12-31,Dessert,82,2,2022-12-05,26.0,Active
M001221,2023,2023,5233.75,20.0,20.0,2023-12-18,2021-12-16,"5,001+",9374,F,Boomer,846798988,Mary,Lopez,1960-11-12,93922374-1937,55+,2023-12-31,Pastry,102,3,2023-12-18,13.0,Active
M001221,2024,2024,0.0,0.0,0.0,,2021-12-16,"5,001+",9374,F,Boomer,846798988,Mary,Lopez,1960-11-12,93922374-1937,55+,2024-12-31,,102,3,2023-12-18,379.0,Dormant
M001221,2025,2025,5239.62,46.0,46.0,2025-03-14,2021-12-16,"5,001+",9374,F,Boomer,846798988,Mary,Lopez,1960-11-12,93922374-1937,55+,2025-03-28,Pastry,148,4,2025-03-14,14.0,Active
M001222,2021,2021,341.24,5.0,5.0,2021-12-20,2021-10-23,"5,001+",6054,F,Gen X,883227492,Sarah,Williams,1975-04-21,23943515-1625,45-54,2021-12-31,Dessert,5,1,2021-12-20,11.0,Active
M001222,2022,2022,450.92,3.0,3.0,2022-12-03,2021-10-23,"5,001+",6054,F,Gen X,883227492,Sarah,Williams,1975-04-21,23943515-1625,45-54,2022-12-31,Coffee,8,2,2022-12-03,28.0,Active
M001222,2023,2023,751.48,6.0,3.0,2023-12-24,2021-10-23,"5,001+",6054,F,Gen X,883227492,Sarah,Williams,1975-04-21,23943515-1625,45-54,2023-12-31,Coffee,11,3,2023-12-24,7.0,Active
M001222,2024,2024,740.77,8.0,4.0,2024-12-26,2021-10-23,"5,001+",6054,F,Gen X,883227492,Sarah,Williams,1975-04-21,23943515-1625,45-54,2024-12-31,Beverage,15,4,2024-12-26,5.0,Active
M001222,2025,2025,756.92,15.0,5.0,2025-03-07,2021-10-23,"5,001+",6054,F,Gen X,883227492,Sarah,Williams,1975-04-21,23943515-1625,45-54,2025-03-28,Merchandise,20,5,2025-03-07,21.0,Active
M001223,2021,2021,0.0,0.0,0.0,,2024-11-23,"501-1,000",918,M,Millennial,821116532,Anthony,Lopez,1995-01-05,66314078-2956,25-34,2021-12-31,,0,0,,,Never Purchased
M001223,2022,2022,0.0,0.0,0.0,,2024-11-23,"501-1,000",918,M,Millennial,821116532,Anthony,Lopez,1995-01-05,66314078-2956,25-34,2022-12-31,,0,0,,,Never Purchased
M001223,2023,2023,0.0,0.0,0.0,,2024-11-23,"501-1,000",918,M,Millennial,821116532,Anthony,Lopez,1995-01-05,66314078-2956,25-34,2023-12-31,,0,0,,,Never Purchased
M001223,2024,2024,1544.19,12.0,6.0,2024-12-15,2024-11-23,"501-1,000",918,M,Millennial,821116532,Anthony,Lopez,1995-01-05,66314078-2956,25-34,2024-12-31,Merchandise,6,1,2024-12-15,16.0,Active
M001223,2025,2025,1043.4,10.0,5.0,2025-03-18,2024-11-23,"501-1,000",918,M,Millennial,821116532,Anthony,Lopez,1995-01-05,66314078-2956,25-34,2025-03-28,Merchandise,11,2,2025-03-18,10.0,Active
M001224,2021,2021,0.0,0.0,0.0,,2023-12-06,"5,001+",5450,M,Gen X,836062717,William,Johnson,1971-10-28,97926734-1273,45-54,2021-12-31,,0,0,,,Never Purchased
M001224,2022,2022,0.0,0.0,0.0,,2023-12-06,"5,001+",5450,M,Gen X,836062717,William,Johnson,1971-10-28,97926734-1273,45-54,2022-12-31,,0,0,,,Never Purchased
M001224,2023,2023,7982.98,81.0,27.0,2023-12-17,2023-12-06,"5,001+",5450,M,Gen X,836062717,William,Johnson,1971-10-28,97926734-1273,45-54,2023-12-31,Coffee,27,1,2023-12-17,14.0,Active
M001224,2024,2024,3672.53,49.0,49.0,2024-12-25,2023-12-06,"5,001+",5450,M,Gen X,836062717,William,Johnson,1971-10-28,97926734-1273,45-54,2024-12-31,Sandwich,76,2,2024-12-25,6.0,Active
M001224,2025,2025,4551.56,90.0,30.0,2025-03-26,2023-12-06,"5,001+",5450,M,Gen X,836062717,William,Johnson,1971-10-28,97926734-1273,45-54,2025-03-28,Merchandise,106,3,2025-03-26,2.0,Active
M001225,2021,2021,0.0,0.0,0.0,,2022-09-05,"1,001-2,000",1064,F,Boomer,865885406,Karen,Smith,1963-08-27,99620191-2007,55+,2021-12-31,,0,0,,,Never Purchased
M001225,2022,2022,2204.24,16.0,8.0,2022-12-19,2022-09-05,"1,001-2,000",1064,F,Boomer,865885406,Karen,Smith,1963-08-27,99620191-2007,55+,2022-12-31,Sandwich,8,1,2022-12-19,12.0,Active
M001225,2023,2023,2110.04,18.0,9.0,2023-12-04,2022-09-05,"1,001-2,000",1064,F,Boomer,865885406,Karen,Smith,1963-08-27,99620191-2007,55+,2023-12-31,Beverage,17,2,2023-12-04,27.0,Active
M001225,2024,2024,777.71,10.0,5.0,2024-12-11,2022-09-05,"1,001-2,000",1064,F,Boomer,865885406,Karen,Smith,1963-08-27,99620191-2007,55+,2024-12-31,Coffee,22,3,2024-12-11,20.0,Active
M001225,2025,2025,1916.76,16.0,8.0,2025-03-02,2022-09-05,"1,001-2,000",1064,F,Boomer,865885406,Karen,Smith,1963-08-27,99620191-2007,55+,2025-03-28,Pastry,30,4,2025-03-02,26.0,Active
M001226,2021,2021,0.0,0.0,0.0,,2024-03-21,"5,001+",8281,F,Gen X,846980400,Jennifer,Williams,1978-02-23,91675383-4255,45-54,2021-12-31,,0,0,,,Never Purchased
M001226,2022,2022,0.0,0.0,0.0,,2024-03-21,"5,001+",8281,F,Gen X,846980400,Jennifer,Williams,1978-02-23,91675383-4255,45-54,2022-12-31,,0,0,,,Never Purchased
M001226,2023,2023,0.0,0.0,0.0,,2024-03-21,"5,001+",8281,F,Gen X,846980400,Jennifer,Williams,1978-02-23,91675383-4255,45-54,2023-12-31,,0,0,,,Never Purchased
M001226,2024,2024,1887.8,10.0,10.0,2024-12-09,2024-03-21,"5,001+",8281,F,Gen X,846980400,Jennifer,Williams,1978-02-23,91675383-4255,45-54,2024-12-31,Merchandise,10,1,2024-12-09,22.0,Active
M001226,2025,2025,978.17,12.0,6.0,2025-03-28,2024-03-21,"5,001+",8281,F,Gen X,846980400,Jennifer,Williams,1978-02-23,91675383-4255,45-54,2025-03-28,Pastry,16,2,2025-03-28,0.0,Active
M001227,2021,2021,1306.49,10.0,10.0,2021-12-07,2021-10-15,"5,001+",9308,M,Gen X,825799382,Robert,Jones,1970-09-21,55828977-8639,55+,2021-12-31,Merchandise,10,1,2021-12-07,24.0,Active
M001227,2022,2022,1881.25,18.0,9.0,2022-12-21,2021-10-15,"5,001+",9308,M,Gen X,825799382,Robert,Jones,1970-09-21,55828977-8639,55+,2022-12-31,Merchandise,19,2,2022-12-21,10.0,Active
M001227,2023,2023,1337.05,21.0,7.0,2023-12-16,2021-10-15,"5,001+",9308,M,Gen X,825799382,Robert,Jones,1970-09-21,55828977-8639,55+,2023-12-31,Pastry,26,3,2023-12-16,15.0,Active
M001227,2024,2024,842.97,18.0,9.0,2024-12-15,2021-10-15,"5,001+",9308,M,Gen X,825799382,Robert,Jones,1970-09-21,55828977-8639,55+,2024-12-31,Pastry,35,4,2024-12-15,16.0,Active
M001227,2025,2025,1242.93,6.0,6.0,2025-03-11,2021-10-15,"5,001+",9308,M,Gen X,825799382,Robert,Jones,1970-09-21,55828977-8639,55+,2025-03-28,Merchandise,41,5,2025-03-11,17.0,Active
M001228,2021,2021,225.01,1.0,1.0,2021-12-09,2021-04-21,"2,001-5,000",2774,M,Millennial,834918714,Michael,Johnson,1995-01-28,52614301-1329,25-34,2021-12-31,Coffee,1,1,2021-12-09,22.0,Active
M001228,2022,2022,969.16,5.0,5.0,2022-12-13,2021-04-21,"2,001-5,000",2774,M,Millennial,834918714,Michael,Johnson,1995-01-28,52614301-1329,25-34,2022-12-31,Merchandise,6,2,2022-12-13,18.0,Active
M001228,2023,2023,635.42,15.0,5.0,2023-12-13,2021-04-21,"2,001-5,000",2774,M,Millennial,834918714,Michael,Johnson,1995-01-28,52614301-1329,25-34,2023-12-31,Sandwich,11,3,2023-12-13,18.0,Active
M001228,2024,2024,658.0,3.0,3.0,2024-12-08,2021-04-21,"2,001-5,000",2774,M,Millennial,834918714,Michael,Johnson,1995-01-28,52614301-1329,25-34,2024-12-31,Dessert,14,4,2024-12-08,23.0,Active
M001228,2025,2025,719.1,9.0,3.0,2025-03-26,2021-04-21,"2,001-5,000",2774,M,Millennial,834918714,Michael,Johnson,1995-01-28,52614301-1329,25-34,2025-03-28,Merchandise,17,5,2025-03-26,2.0,Active
M001229,2021,2021,8429.51,42.0,42.0,2021-12-18,2021-07-23,"5,001+",5087,F,Millennial,896210380,Sarah,Johnson,1990-10-08,35647136-3174,35-44,2021-12-31,Merchandise,42,1,2021-12-18,13.0,Active
M001229,2022,2022,6203.93,82.0,41.0,2022-12-26,2021-07-23,"5,001+",5087,F,Millennial,896210380,Sarah,Johnson,1990-10-08,35647136-3174,35-44,2022-12-31,Pastry,83,2,2022-12-26,5.0,Active
M001229,2023,2023,7728.27,30.0,30.0,2023-12-28,2021-07-23,"5,001+",5087,F,Millennial,896210380,Sarah,Johnson,1990-10-08,35647136-3174,35-44,2023-12-31,Sandwich,113,3,2023-12-28,3.0,Active
M001229,2024,2024,10384.61,100.0,50.0,2024-12-02,2021-07-23,"5,001+",5087,F,Millennial,896210380,Sarah,Johnson,1990-10-08,35647136-3174,35-44,2024-12-31,Coffee,163,4,2024-12-02,29.0,Active
M001229,2025,2025,3056.1,26.0,26.0,2025-03-02,2021-07-23,"5,001+",5087,F,Millennial,896210380,Sarah,Johnson,1990-10-08,35647136-3174,35-44,2025-03-28,Coffee,189,5,2025-03-02,26.0,Active
M001230,2021,2021,0.0,0.0,0.0,,2023-04-06,"2,001-5,000",3084,F,Gen Z,852351193,Linda,Jones,1997-05-27,65563827-4702,25-34,2021-12-31,,0,0,,,Never Purchased
M001230,2022,2022,0.0,0.0,0.0,,2023-04-06,"2,001-5,000",3084,F,Gen Z,852351193,Linda,Jones,1997-05-27,65563827-4702,25-34,2022-12-31,,0,0,,,Never Purchased
M001230,2023,2023,861.6,6.0,6.0,2023-12-23,2023-04-06,"2,001-5,000",3084,F,Gen Z,852351193,Linda,Jones,1997-05-27,65563827-4702,25-34,2023-12-31,Pastry,6,1,2023-12-23,8.0,Active
M001230,2024,2024,942.63,20.0,10.0,2024-12-28,2023-04-06,"2,001-5,000",3084,F,Gen Z,852351193,Linda,Jones,1997-05-27,65563827-4702,25-34,2024-12-31,Beverage,16,2,2024-12-28,3.0,Active
M001230,2025,2025,1134.91,18.0,6.0,2025-03-06,2023-04-06,"2,001-5,000",3084,F,Gen Z,852351193,Linda,Jones,1997-05-27,65563827-4702,25-34,2025-03-28,Pastry,22,3,2025-03-06,22.0,Active
M001231,2021,2021,0.0,0.0,0.0,,2023-06-25,"5,001+",9481,F,Gen X,822403336,Elizabeth,Lopez,1977-11-02,75751340-6818,45-54,2021-12-31,,0,0,,,Never Purchased
M001231,2022,2022,0.0,0.0,0.0,,2023-06-25,"5,001+",9481,F,Gen X,822403336,Elizabeth,Lopez,1977-11-02,75751340-6818,45-54,2022-12-31,,0,0,,,Never Purchased
M001231,2023,2023,2054.08,17.0,17.0,2023-12-09,2023-06-25,"5,001+",9481,F,Gen X,822403336,Elizabeth,Lopez,1977-11-02,75751340-6818,45-54,2023-12-31,Sandwich,17,1,2023-12-09,22.0,Active
M001231,2024,2024,3046.34,33.0,11.0,2024-12-21,2023-06-25,"5,001+",9481,F,Gen X,822403336,Elizabeth,Lopez,1977-11-02,75751340-6818,45-54,2024-12-31,Sandwich,28,2,2024-12-21,10.0,Active
M001231,2025,2025,994.18,14.0,14.0,2025-03-04,2023-06-25,"5,001+",9481,F,Gen X,822403336,Elizabeth,Lopez,1977-11-02,75751340-6818,45-54,2025-03-28,Beverage,42,3,2025-03-04,24.0,Active
M001232,2021,2021,0.0,0.0,0.0,,2025-04-23,"5,001+",8813,F,Millennial,888547299,Lisa,Hernandez,1996-02-23,61765186-3551,25-34,2021-12-31,,0,0,,,Never Purchased
M001232,2022,2022,0.0,0.0,0.0,,2025-04-23,"5,001+",8813,F,Millennial,888547299,Lisa,Hernandez,1996-02-23,61765186-3551,25-34,2022-12-31,,0,0,,,Never Purchased
M001232,2023,2023,0.0,0.0,0.0,,2025-04-23,"5,001+",8813,F,Millennial,888547299,Lisa,Hernandez,1996-02-23,61765186-3551,25-34,2023-12-31,,0,0,,,Never Purchased
M001232,2024,2024,0.0,0.0,0.0,,2025-04-23,"5,001+",8813,F,Millennial,888547299,Lisa,Hernandez,1996-02-23,61765186-3551,25-34,2024-12-31,,0,0,,,Never Purchased
M001232,2025,2025,616.28,10.0,5.0,2025-03-19,2025-04-23,"5,001+",8813,F,Millennial,888547299,Lisa,Hernandez,1996-02-23,61765186-3551,25-34,2025-03-28,Sandwich,5,1,2025-03-19,9.0,Active
M001233,2021,2021,0.0,0.0,0.0,,2023-02-17,"5,001+",9037,F,Boomer,837843059,Susan,Hernandez,1962-10-25,55926778-9253,55+,2021-12-31,,0,0,,,Never Purchased
M001233,2022,2022,0.0,0.0,0.0,,2023-02-17,"5,001+",9037,F,Boomer,837843059,Susan,Hernandez,1962-10-25,55926778-9253,55+,2022-12-31,,0,0,,,Never Purchased
M001233,2023,2023,723.98,3.0,3.0,2023-12-03,2023-02-17,"5,001+",9037,F,Boomer,837843059,Susan,Hernandez,1962-10-25,55926778-9253,55+,2023-12-31,Merchandise,3,1,2023-12-03,28.0,Active
M001233,2024,2024,792.22,3.0,3.0,2024-12-25,2023-02-17,"5,001+",9037,F,Boomer,837843059,Susan,Hernandez,1962-10-25,55926778-9253,55+,2024-12-31,Sandwich,6,2,2024-12-25,6.0,Active
M001233,2025,2025,1374.04,5.0,5.0,2025-03-03,2023-02-17,"5,001+",9037,F,Boomer,837843059,Susan,Hernandez,1962-10-25,55926778-9253,55+,2025-03-28,Pastry,11,3,2025-03-03,25.0,Active
M001234,2021,2021,0.0,0.0,0.0,,2024-03-15,"2,001-5,000",3054,M,Gen X,814220885,Robert,Brown,1976-11-04,25475060-9471,45-54,2021-12-31,,0,0,,,Never Purchased
M001234,2022,2022,0.0,0.0,0.0,,2024-03-15,"2,001-5,000",3054,M,Gen X,814220885,Robert,Brown,1976-11-04,25475060-9471,45-54,2022-12-31,,0,0,,,Never Purchased
M001234,2023,2023,0.0,0.0,0.0,,2024-03-15,"2,001-5,000",3054,M,Gen X,814220885,Robert,Brown,1976-11-04,25475060-9471,45-54,2023-12-31,,0,0,,,Never Purchased
M001234,2024,2024,118.28,2.0,1.0,2024-12-16,2024-03-15,"2,001-5,000",3054,M,Gen X,814220885,Robert,Brown,1976-11-04,25475060-9471,45-54,2024-12-31,Merchandise,1,1,2024-12-16,15.0,Active
M001234,2025,2025,440.55,9.0,3.0,2025-03-06,2024-03-15,"2,001-5,000",3054,M,Gen X,814220885,Robert,Brown,1976-11-04,25475060-9471,45-54,2025-03-28,Dessert,4,2,2025-03-06,22.0,Active
M001235,2021,2021,0.0,0.0,0.0,,2023-01-06,"1,001-2,000",1713,F,Millennial,888972473,Susan,Martinez,1981-04-13,14543241-6281,35-44,2021-12-31,,0,0,,,Never Purchased
M001235,2022,2022,0.0,0.0,0.0,,2023-01-06,"1,001-2,000",1713,F,Millennial,888972473,Susan,Martinez,1981-04-13,14543241-6281,35-44,2022-12-31,,0,0,,,Never Purchased
M001235,2023,2023,840.44,18.0,9.0,2023-12-15,2023-01-06,"1,001-2,000",1713,F,Millennial,888972473,Susan,Martinez,1981-04-13,14543241-6281,35-44,2023-12-31,Merchandise,9,1,2023-12-15,16.0,Active
M001235,2024,2024,1661.12,18.0,6.0,2024-12-20,2023-01-06,"1,001-2,000",1713,F,Millennial,888972473,Susan,Martinez,1981-04-13,14543241-6281,35-44,2024-12-31,Dessert,15,2,2024-12-20,11.0,Active
M001235,2025,2025,1347.36,21.0,7.0,2025-03-04,2023-01-06,"1,001-2,000",1713,F,Millennial,888972473,Susan,Martinez,1981-04-13,14543241-6281,35-44,2025-03-28,Sandwich,22,3,2025-03-04,24.0,Active
M001236,2021,2021,0.0,0.0,0.0,,2022-08-18,"5,001+",5018,F,Millennial,823449648,Sarah,Garcia,1984-04-18,35113682-6865,35-44,2021-12-31,,0,0,,,Never Purchased
M001236,2022,2022,830.9,5.0,5.0,2022-12-26,2022-08-18,"5,001+",5018,F,Millennial,823449648,Sarah,Garcia,1984-04-18,35113682-6865,35-44,2022-12-31,Coffee,5,1,2022-12-26,5.0,Active
M001236,2023,2023,2492.34,10.0,10.0,2023-12-08,2022-08-18,"5,001+",5018,F,Millennial,823449648,Sarah,Garcia,1984-04-18,35113682-6865,35-44,2023-12-31,Sandwich,15,2,2023-12-08,23.0,Active
M001236,2024,2024,2514.15,9.0,9.0,2024-12-08,2022-08-18,"5,001+",5018,F,Millennial,823449648,Sarah,Garcia,1984-04-18,35113682-6865,35-44,2024-12-31,Coffee,24,3,2024-12-08,23.0,Active
M001236,2025,2025,743.03,24.0,8.0,2025-03-11,2022-08-18,"5,001+",5018,F,Millennial,823449648,Sarah,Garcia,1984-04-18,35113682-6865,35-44,2025-03-28,Merchandise,32,4,2025-03-11,17.0,Active
M001237,2021,2021,0.0,0.0,0.0,,2024-04-09,"5,001+",6542,M,Gen X,871263101,Mark,Smith,1977-05-06,89668254-8126,45-54,2021-12-31,,0,0,,,Never Purchased
M001237,2022,2022,0.0,0.0,0.0,,2024-04-09,"5,001+",6542,M,Gen X,871263101,Mark,Smith,1977-05-06,89668254-8126,45-54,2022-12-31,,0,0,,,Never Purchased
M001237,2023,2023,0.0,0.0,0.0,,2024-04-09,"5,001+",6542,M,Gen X,871263101,Mark,Smith,1977-05-06,89668254-8126,45-54,2023-12-31,,0,0,,,Never Purchased
M001237,2024,2024,2541.6,11.0,11.0,2024-12-03,2024-04-09,"5,001+",6542,M,Gen X,871263101,Mark,Smith,1977-05-06,89668254-8126,45-54,2024-12-31,Pastry,11,1,2024-12-03,28.0,Active
M001237,2025,2025,3299.75,14.0,14.0,2025-03-18,2024-04-09,"5,001+",6542,M,Gen X,871263101,Mark,Smith,1977-05-06,89668254-8126,45-54,2025-03-28,Merchandise,25,2,2025-03-18,10.0,Active
M001238,2021,2021,0.0,0.0,0.0,,2025-02-14,"2,001-5,000",3838,F,Gen X,863841858,Nancy,Garcia,1975-04-05,50288578-1657,45-54,2021-12-31,,0,0,,,Never Purchased
M001238,2022,2022,0.0,0.0,0.0,,2025-02-14,"2,001-5,000",3838,F,Gen X,863841858,Nancy,Garcia,1975-04-05,50288578-1657,45-54,2022-12-31,,0,0,,,Never Purchased
M001238,2023,2023,0.0,0.0,0.0,,2025-02-14,"2,001-5,000",3838,F,Gen X,863841858,Nancy,Garcia,1975-04-05,50288578-1657,45-54,2023-12-31,,0,0,,,Never Purchased
M001238,2024,2024,0.0,0.0,0.0,,2025-02-14,"2,001-5,000",3838,F,Gen X,863841858,Nancy,Garcia,1975-04-05,50288578-1657,45-54,2024-12-31,,0,0,,,Never Purchased
M001238,2025,2025,1017.08,8.0,8.0,2025-03-24,2025-02-14,"2,001-5,000",3838,F,Gen X,863841858,Nancy,Garcia,1975-04-05,50288578-1657,45-54,2025-03-28,Coffee,8,1,2025-03-24,4.0,Active
M001239,2021,2021,0.0,0.0,0.0,,2022-05-20,"5,001+",8391,F,Gen X,889601320,Margaret,Jones,1969-08-26,13832610-3687,55+,2021-12-31,,0,0,,,Never Purchased
M001239,2022,2022,11209.16,40.0,40.0,2022-12-21,2022-05-20,"5,001+",8391,F,Gen X,889601320,Margaret,Jones,1969-08-26,13832610-3687,55+,2022-12-31,Beverage,40,1,2022-12-21,10.0,Active
M001239,2023,2023,0.0,0.0,0.0,,2022-05-20,"5,001+",8391,F,Gen X,889601320,Margaret,Jones,1969-08-26,13832610-3687,55+,2023-12-31,,40,1,2022-12-21,375.0,Dormant
M001239,2024,2024,7403.15,32.0,32.0,2024-12-13,2022-05-20,"5,001+",8391,F,Gen X,889601320,Margaret,Jones,1969-08-26,13832610-3687,55+,2024-12-31,Dessert,72,2,2024-12-13,18.0,Active
M001239,2025,2025,4359.65,81.0,27.0,2025-03-10,2022-05-20,"5,001+",8391,F,Gen X,889601320,Margaret,Jones,1969-08-26,13832610-3687,55+,2025-03-28,Dessert,99,3,2025-03-10,18.0,Active
M001240,2021,2021,0.0,0.0,0.0,,2023-03-26,"1,001-2,000",1481,M,Gen Z,899040902,Daniel,Wilson,1998-01-05,54714248-1881,25-34,2021-12-31,,0,0,,,Never Purchased
M001240,2022,2022,0.0,0.0,0.0,,2023-03-26,"1,001-2,000",1481,M,Gen Z,899040902,Daniel,Wilson,1998-01-05,54714248-1881,25-34,2022-12-31,,0,0,,,Never Purchased
M001240,2023,2023,359.44,2.0,2.0,2023-12-16,2023-03-26,"1,001-2,000",1481,M,Gen Z,899040902,Daniel,Wilson,1998-01-05,54714248-1881,25-34,2023-12-31,Dessert,2,1,2023-12-16,15.0,Active
M001240,2024,2024,134.54,2.0,1.0,2024-12-14,2023-03-26,"1,001-2,000",1481,M,Gen Z,899040902,Daniel,Wilson,1998-01-05,54714248-1881,25-34,2024-12-31,Coffee,3,2,2024-12-14,17.0,Active
M001240,2025,2025,212.64,6.0,3.0,2025-03-19,2023-03-26,"1,001-2,000",1481,M,Gen Z,899040902,Daniel,Wilson,1998-01-05,54714248-1881,25-34,2025-03-28,Coffee,6,3,2025-03-19,9.0,Active
M001241,2021,2021,0.0,0.0,0.0,,2022-05-10,"2,001-5,000",3283,F,Millennial,810113173,Sarah,Miller,1995-07-21,98396950-3416,25-34,2021-12-31,,0,0,,,Never Purchased
M001241,2022,2022,606.68,24.0,12.0,2022-12-24,2022-05-10,"2,001-5,000",3283,F,Millennial,810113173,Sarah,Miller,1995-07-21,98396950-3416,25-34,2022-12-31,Pastry,12,1,2022-12-24,7.0,Active
M001241,2023,2023,1355.36,14.0,14.0,2023-12-16,2022-05-10,"2,001-5,000",3283,F,Millennial,810113173,Sarah,Miller,1995-07-21,98396950-3416,25-34,2023-12-31,Pastry,26,2,2023-12-16,15.0,Active
M001241,2024,2024,2924.21,57.0,19.0,2024-12-28,2022-05-10,"2,001-5,000",3283,F,Millennial,810113173,Sarah,Miller,1995-07-21,98396950-3416,25-34,2024-12-31,Dessert,45,3,2024-12-28,3.0,Active
M001241,2025,2025,1564.1,20.0,20.0,2025-03-06,2022-05-10,"2,001-5,000",3283,F,Millennial,810113173,Sarah,Miller,1995-07-21,98396950-3416,25-34,2025-03-28,Coffee,65,4,2025-03-06,22.0,Active
M001242,2021,2021,0.0,0.0,0.0,,2023-01-16,"5,001+",9098,M,Millennial,822101995,David,Brown,1992-08-02,42847443-3525,25-34,2021-12-31,,0,0,,,Never Purchased
M001242,2022,2022,0.0,0.0,0.0,,2023-01-16,"5,001+",9098,M,Millennial,822101995,David,Brown,1992-08-02,42847443-3525,25-34,2022-12-31,,0,0,,,Never Purchased
M001242,2023,2023,2605.72,22.0,11.0,2023-12-20,2023-01-16,"5,001+",9098,M,Millennial,822101995,David,Brown,1992-08-02,42847443-3525,25-34,2023-12-31,Dessert,11,1,2023-12-20,11.0,Active
M001242,2024,2024,3939.25,15.0,15.0,2024-12-20,2023-01-16,"5,001+",9098,M,Millennial,822101995,David,Brown,1992-08-02,42847443-3525,25-34,2024-12-31,Beverage,26,2,2024-12-20,11.0,Active
M001242,2025,2025,4818.47,57.0,19.0,2025-03-25,2023-01-16,"5,001+",9098,M,Millennial,822101995,David,Brown,1992-08-02,42847443-3525,25-34,2025-03-28,Beverage,45,3,2025-03-25,3.0,Active
M001243,2021,2021,0.0,0.0,0.0,,2024-12-08,"5,001+",6165,M,Gen X,862888132,William,Johnson,1975-06-10,38520176-8738,45-54,2021-12-31,,0,0,,,Never Purchased
